Batter,Runs,Innings,BallsFaced,Boundaries,DotBalls,Matches,Average,StrikeRate,RunsPerInnings,RunsPerMatch,BoundaryPercentage,DotBallPercentage,TestScore,Format,ODIScore,T20Score
KR Singh,144,12,130,15,51,12,12.0,110.76923076923077,12.0,12.0,0.11538461538461539,0.3923076923076923,,T20,,81.13846153846153
KR Smith,44,3,43,4,17,3,14.666666666666666,102.32558139534885,14.666666666666666,14.666666666666666,0.09302325581395349,0.3953488372093023,,T20,,76.02790697674419
KR Smuts,63,6,56,5,21,6,10.5,112.5,10.5,10.5,0.08928571428571429,0.375,,T20,,81.9
KRP Silva,32,2,14,5,4,2,16.0,228.57142857142856,16.0,16.0,0.35714285714285715,0.2857142857142857,,T20,,164.79999999999998
KS Ahuja,266,21,224,34,88,21,12.666666666666666,118.75,12.666666666666666,12.666666666666666,0.15178571428571427,0.39285714285714285,,T20,,86.925
KS Airee,35,6,34,4,15,6,5.833333333333333,102.94117647058823,5.833333333333333,5.833333333333333,0.11764705882352941,0.4411764705882353,,T20,,73.80882352941175
KS Bagabena,117,20,142,6,67,20,5.85,82.3943661971831,5.85,5.85,0.04225352112676056,0.47183098591549294,,T20,,59.43105633802817
KS Bharat,723,40,659,88,299,40,18.075,109.71168437025796,18.075,18.075,0.13353566009104703,0.4537177541729894,,T20,,82.22067905918057
KS Carlson,1720,80,1239,230,477,80,21.5,138.82163034705408,21.5,21.5,0.18563357546408393,0.38498789346246975,,T20,,103.62514124293786
KS Castle,128,16,162,9,74,16,8.0,79.01234567901234,8.0,8.0,0.05555555555555555,0.4567901234567901,,T20,,57.70864197530864
KS Gautam,110,11,94,14,40,11,10.0,117.02127659574468,10.0,10.0,0.14893617021276595,0.425531914893617,,T20,,84.91489361702128
KS Kasse,17,9,40,1,28,9,1.8888888888888888,42.5,1.8888888888888888,1.8888888888888888,0.025,0.7,,T20,,30.316666666666663
KS Leverock,701,25,479,102,201,25,28.04,146.34655532359082,28.04,28.04,0.21294363256784968,0.4196242171189979,,T20,,110.85458872651355
KS Lokuarachchi,18,4,24,2,12,4,4.5,75.0,4.5,4.5,0.08333333333333333,0.5,,T20,,53.85
KS Melius,20,3,22,2,12,3,6.666666666666667,90.9090909090909,6.666666666666667,6.666666666666667,0.09090909090909091,0.5454545454545454,,T20,,65.63636363636363
KS Rathore,40,3,30,6,12,3,13.333333333333334,133.33333333333331,13.333333333333334,13.333333333333334,0.2,0.4,,T20,,97.33333333333331
KS Sharma,336,17,300,43,123,17,19.764705882352942,112.00000000000001,19.764705882352942,19.764705882352942,0.14333333333333334,0.41,,T20,,84.3294117647059
KS Velani,172,14,159,26,84,14,12.285714285714286,108.17610062893081,12.285714285714286,12.285714285714286,0.16352201257861634,0.5283018867924528,,T20,,79.40898472596585
KS Williamson,6627,234,5384,791,1921,234,28.32051282051282,123.08692421991086,28.32051282051282,28.32051282051282,0.14691679049034176,0.35679791976225855,,T20,,94.65700080009144
KSA McKenzie,154,13,180,20,107,13,11.846153846153847,85.55555555555556,11.846153846153847,11.846153846153847,0.1111111111111111,0.5944444444444444,,T20,,63.44273504273504
KT Maphaka,54,14,68,7,41,14,3.857142857142857,79.41176470588235,3.857142857142857,3.857142857142857,0.10294117647058823,0.6029411764705882,,T20,,56.745378151260496
KT Perkins,953,51,1023,80,410,51,18.686274509803923,93.15738025415445,18.686274509803923,18.686274509803923,0.07820136852394917,0.40078201368523947,,T20,,70.81604853084929
KTGD Prasad,7,1,6,1,2,1,7.0,116.66666666666667,7.0,7.0,0.16666666666666666,0.3333333333333333,,T20,,83.76666666666667
KTH Ratnayake,63,12,71,8,36,12,5.25,88.73239436619718,5.25,5.25,0.11267605633802817,0.5070422535211268,,T20,,63.68767605633803
KTK Rodrigo,214,12,240,25,122,12,17.833333333333332,89.16666666666667,17.833333333333332,17.833333333333332,0.10416666666666667,0.5083333333333333,,T20,,67.76666666666667
KU Carty,602,28,531,66,227,28,21.5,113.37099811676083,21.5,21.5,0.12429378531073447,0.4274952919020716,,T20,,85.80969868173258
KV Jain,8,2,14,0,6,2,4.0,57.14285714285714,4.0,4.0,0.0,0.42857142857142855,,T20,,41.199999999999996
KV Mehta,13,4,30,2,24,4,3.25,43.333333333333336,3.25,3.25,0.06666666666666667,0.8,,T20,,31.308333333333334
KV Morea,70,13,64,8,26,13,5.384615384615385,109.375,5.384615384615385,5.384615384615385,0.125,0.40625,,T20,,78.17788461538461
KV Sharma,882,74,700,105,267,74,11.91891891891892,126.0,11.91891891891892,11.91891891891892,0.15,0.38142857142857145,,T20,,91.77567567567567
KV Vakuruivalu,34,7,68,2,44,7,4.857142857142857,50.0,4.857142857142857,4.857142857142857,0.029411764705882353,0.6470588235294118,,T20,,36.457142857142856
KVA Adikari,96,5,87,11,35,5,19.2,110.34482758620689,19.2,19.2,0.12643678160919541,0.40229885057471265,,T20,,83.00137931034482
KW Magee,5,2,14,0,9,2,2.5,35.714285714285715,2.5,2.5,0.0,0.6428571428571429,,T20,,25.75
KW Richardson,408,66,376,41,156,66,6.181818181818182,108.51063829787233,6.181818181818182,6.181818181818182,0.10904255319148937,0.4148936170212766,,T20,,77.81199226305608
KY Chan,1197,68,1405,117,713,68,17.602941176470587,85.19572953736655,17.602941176470587,17.602941176470587,0.08327402135231317,0.507473309608541,,T20,,64.91789302909775
KY Ottley,40,2,43,6,23,2,20.0,93.02325581395348,20.0,20.0,0.13953488372093023,0.5348837209302325,,T20,,71.11627906976743
KY Wilfried,17,4,83,1,72,4,4.25,20.481927710843372,4.25,4.25,0.012048192771084338,0.8674698795180723,,T20,,15.61234939759036
Kabir Ali,170,14,120,21,41,14,12.142857142857142,141.66666666666669,12.142857142857142,12.142857142857142,0.175,0.3416666666666667,,T20,,102.80952380952381
Kabir Berlia,47,5,32,7,11,5,9.4,146.875,9.4,9.4,0.21875,0.34375,,T20,,105.6325
Kaif Ahmad,177,7,165,21,65,7,25.285714285714285,107.27272727272728,25.285714285714285,25.285714285714285,0.12727272727272726,0.3939393939393939,,T20,,82.67662337662338
Kainat Imtiaz,130,15,162,10,77,15,8.666666666666666,80.24691358024691,8.666666666666666,8.666666666666666,0.06172839506172839,0.47530864197530864,,T20,,58.772839506172836
Kainat Qazi,75,12,165,5,115,12,6.25,45.45454545454545,6.25,6.25,0.030303030303030304,0.696969696969697,,T20,,33.69318181818181
Kaleem Sana,51,9,54,5,29,9,5.666666666666667,94.44444444444444,5.666666666666667,5.666666666666667,0.09259259259259259,0.5370370370370371,,T20,,67.8111111111111
Kaleemullah,99,19,105,9,51,19,5.2105263157894735,94.28571428571428,5.2105263157894735,5.2105263157894735,0.08571428571428572,0.4857142857142857,,T20,,67.56315789473683
Kalhan Challu,147,8,112,13,23,8,18.375,131.25,18.375,18.375,0.11607142857142858,0.20535714285714285,,T20,,97.3875
Kalyan Manne,5,1,3,1,1,1,5.0,166.66666666666669,5.0,5.0,0.3333333333333333,0.3333333333333333,,T20,,118.16666666666667
Kamal Das,1,1,4,0,3,1,1.0,25.0,1.0,1.0,0.0,0.75,,T20,,17.8
Kamal Raiz,5,1,10,0,5,1,5.0,50.0,5.0,5.0,0.0,0.5,,T20,,36.5
Kamal Raja,3,2,17,0,14,2,1.5,17.647058823529413,1.5,1.5,0.0,0.8235294117647058,,T20,,12.802941176470588
Kamal Soukhiya,33,5,33,3,16,5,6.6,100.0,6.6,6.6,0.09090909090909091,0.48484848484848486,,T20,,71.98
Kamran Ahmadzai,203,9,119,28,46,9,22.555555555555557,170.58823529411765,22.555555555555557,22.555555555555557,0.23529411764705882,0.3865546218487395,,T20,,126.17843137254901
Kamran Akmal,3543,151,2764,521,1250,151,23.4635761589404,128.1837916063676,23.4635761589404,23.4635761589404,0.18849493487698987,0.45224312590448623,,T20,,96.76772697213944
Kamran Ghulam,578,28,486,68,181,28,20.642857142857142,118.93004115226337,20.642857142857142,20.642857142857142,0.13991769547325103,0.3724279835390947,,T20,,89.4438859494415
Kamran Khan,327,19,265,54,150,19,17.210526315789473,123.39622641509433,17.210526315789473,17.210526315789473,0.2037735849056604,0.5660377358490566,,T20,,91.54051638530287
Kamran Khan (2),18,1,14,2,5,1,18.0,128.57142857142858,18.0,18.0,0.14285714285714285,0.35714285714285715,,T20,,95.4
Kamran Shazad,21,2,18,3,10,2,10.5,116.66666666666667,10.5,10.5,0.16666666666666666,0.5555555555555556,,T20,,84.81666666666668
Kamran Wahid,4,3,8,0,4,3,1.3333333333333333,50.0,1.3333333333333333,1.3333333333333333,0.0,0.5,,T20,,35.4
Kamrul Hasan,59,3,48,10,31,3,19.666666666666668,122.91666666666667,19.666666666666668,19.666666666666668,0.20833333333333334,0.6458333333333334,,T20,,91.94166666666668
Kamrul Islam Rabbi,68,18,78,7,39,18,3.7777777777777777,87.17948717948718,3.7777777777777777,3.7777777777777777,0.08974358974358974,0.5,,T20,,62.158974358974355
Kamsha Yangfo,94,11,158,7,90,11,8.545454545454545,59.49367088607595,8.545454545454545,8.545454545454545,0.04430379746835443,0.569620253164557,,T20,,44.209205983889525
Kanchan Rana,249,14,295,19,144,14,17.785714285714285,84.40677966101696,17.785714285714285,17.785714285714285,0.06440677966101695,0.488135593220339,,T20,,64.42046004842615
Kanchan Shrestha,1,1,9,0,8,1,1.0,11.11111111111111,1.0,1.0,0.0,0.8888888888888888,,T20,,8.077777777777778
Kanchana de Livera,55,7,82,3,44,7,7.857142857142857,67.07317073170732,7.857142857142857,7.857142857142857,0.036585365853658534,0.5365853658536586,,T20,,49.30836236933798
Kang Choi,16,2,36,0,23,2,8.0,44.44444444444444,8.0,8.0,0.0,0.6388888888888888,,T20,,33.511111111111106
Kangabam Singh,217,17,294,22,164,17,12.764705882352942,73.80952380952381,12.764705882352942,12.764705882352942,0.07482993197278912,0.5578231292517006,,T20,,55.496078431372545
Kanishk Seth,24,6,31,3,19,6,4.0,77.41935483870968,4.0,4.0,0.0967741935483871,0.6129032258064516,,T20,,55.39354838709678
Kant Singh,2,1,2,0,0,1,2.0,100.0,2.0,2.0,0.0,0.0,,T20,,70.6
Kanwar Abhinay,1,2,2,0,1,2,0.5,50.0,0.5,0.5,0.0,0.5,,T20,,35.15
Kapil Kumar,71,5,113,8,73,5,14.2,62.83185840707964,14.2,14.2,0.07079646017699115,0.6460176991150443,,T20,,48.242300884955746
Karan KC,578,59,393,75,164,59,9.796610169491526,147.0737913486005,9.796610169491526,9.796610169491526,0.19083969465648856,0.4173027989821883,,T20,,105.8906369948678
Karan Kaila,1,2,3,0,2,2,0.5,33.33333333333333,0.5,0.5,0.0,0.6666666666666666,,T20,,23.483333333333327
Karan Lal,80,6,77,8,30,6,13.333333333333334,103.89610389610388,13.333333333333334,13.333333333333334,0.1038961038961039,0.38961038961038963,,T20,,76.7272727272727
Karan Patel,56,6,54,5,21,6,9.333333333333334,103.7037037037037,9.333333333333334,9.333333333333334,0.09259259259259259,0.3888888888888889,,T20,,75.39259259259258
Karan Shinde,149,7,116,22,47,7,21.285714285714285,128.44827586206898,21.285714285714285,21.285714285714285,0.1896551724137931,0.4051724137931034,,T20,,96.29950738916257
Karanbir Singh,1668,33,1075,274,530,33,50.54545454545455,155.16279069767444,50.54545454545455,50.54545454545455,0.25488372093023254,0.4930232558139535,,T20,,123.77758985200848
Karanveer Kaushal,397,16,325,61,168,16,24.8125,122.15384615384615,24.8125,24.8125,0.18769230769230769,0.5169230769230769,,T20,,92.95144230769229
Karanveer Singh,12,4,17,1,9,4,3.0,70.58823529411765,3.0,3.0,0.058823529411764705,0.5294117647058824,,T20,,50.311764705882354
Karim Janat,420,29,294,57,125,29,14.482758620689655,142.85714285714286,14.482758620689655,14.482758620689655,0.19387755102040816,0.42517006802721086,,T20,,104.34482758620689
Karkir Taye,15,3,13,2,5,3,5.0,115.38461538461537,5.0,5.0,0.15384615384615385,0.38461538461538464,,T20,,82.26923076923076
Karma Bhutia,6,3,37,0,32,3,2.0,16.216216216216218,2.0,2.0,0.0,0.8648648648648649,,T20,,11.95135135135135
Karma Dorji,15,6,11,3,5,6,2.5,136.36363636363635,2.5,2.5,0.2727272727272727,0.45454545454545453,,T20,,96.20454545454544
Karnajit Yumnam,93,10,141,9,83,10,9.3,65.95744680851064,9.3,9.3,0.06382978723404255,0.5886524822695035,,T20,,48.96021276595744
Karri Gullem Keen,120,13,212,14,143,13,9.23076923076923,56.60377358490566,9.23076923076923,9.23076923076923,0.0660377358490566,0.6745283018867925,,T20,,42.39187227866473
Karthik Raman,1,2,6,0,5,2,0.5,16.666666666666664,0.5,0.5,0.0,0.8333333333333334,,T20,,11.816666666666665
Kartik Tyagi,13,6,16,1,7,6,2.1666666666666665,81.25,2.1666666666666665,2.1666666666666665,0.0625,0.4375,,T20,,57.52499999999999
Karuna Bhandari,5,4,13,0,9,4,1.25,38.46153846153847,1.25,1.25,0.0,0.6923076923076923,,T20,,27.298076923076927
Karweng NG,21,3,32,1,18,3,7.0,65.625,7.0,7.0,0.03125,0.5625,,T20,,48.0375
Kasey Aldridge,159,10,118,15,33,10,15.9,134.74576271186442,15.9,15.9,0.1271186440677966,0.2796610169491525,,T20,,99.09203389830508
Kashif Abbas,45,4,42,7,25,4,11.25,107.14285714285714,11.25,11.25,0.16666666666666666,0.5952380952380952,,T20,,78.37499999999999
Kashif Ali,827,37,627,101,242,37,22.35135135135135,131.89792663476874,22.35135135135135,22.35135135135135,0.16108452950558214,0.38596491228070173,,T20,,99.03395404974351
Kashif Daud,90,10,68,10,26,10,9.0,132.35294117647058,9.0,9.0,0.14705882352941177,0.38235294117647056,,T20,,95.34705882352941
Kashif Khan,34,4,59,1,32,4,8.5,57.6271186440678,8.5,8.5,0.01694915254237288,0.5423728813559322,,T20,,42.88898305084746
Kashif Siddique,254,11,192,45,93,11,23.09090909090909,132.29166666666669,23.09090909090909,23.09090909090909,0.234375,0.484375,,T20,,99.5314393939394
Kashyap Bakhale,12,2,16,1,7,2,6.0,75.0,6.0,6.0,0.0625,0.4375,,T20,,54.3
Kasir Ahmed,19,1,21,0,7,1,19.0,90.47619047619048,19.0,19.0,0.0,0.3333333333333333,,T20,,69.03333333333333
Kate Awuah,7,1,11,0,6,1,7.0,63.63636363636363,7.0,7.0,0.0,0.5454545454545454,,T20,,46.64545454545454
Kau Qalo,26,2,32,3,19,2,13.0,81.25,13.0,13.0,0.09375,0.59375,,T20,,60.77499999999999
Kaung Htet Kyaw,4,2,10,0,6,2,2.0,40.0,2.0,2.0,0.0,0.6,,T20,,28.6
Kaung Ko Ko,4,2,6,0,3,2,2.0,66.66666666666666,2.0,2.0,0.0,0.5,,T20,,47.26666666666666
Kaushal Kumar,167,9,181,24,102,9,18.555555555555557,92.26519337016575,18.555555555555557,18.555555555555557,0.13259668508287292,0.56353591160221,,T20,,70.15230202578269
Kaushik Maity,21,1,20,0,3,1,21.0,105.0,21.0,21.0,0.0,0.15,,T20,,79.8
Kaveen Bandara,89,7,66,11,23,7,12.714285714285714,134.84848484848484,12.714285714285714,12.714285714285714,0.16666666666666666,0.3484848484848485,,T20,,98.20822510822511
Kawsar Khan,69,6,74,7,36,6,11.5,93.24324324324324,11.5,11.5,0.0945945945945946,0.4864864864864865,,T20,,68.72027027027026
Kazim Somani,164,14,194,15,90,14,11.714285714285714,84.5360824742268,11.714285714285714,11.714285714285714,0.07731958762886598,0.4639175257731959,,T20,,62.68954344624447
Kengo Bam,1,1,3,0,2,1,1.0,33.33333333333333,1.0,1.0,0.0,0.6666666666666666,,T20,,23.63333333333333
Kerry Fraser,19,4,68,0,50,4,4.75,27.941176470588236,4.75,4.75,0.0,0.7352941176470589,,T20,,20.983823529411765
Keshav Kumar,145,5,158,18,77,5,29.0,91.77215189873418,29.0,29.0,0.11392405063291139,0.4873417721518987,,T20,,72.94050632911393
Kevin Perera,120,7,106,15,44,7,17.142857142857142,113.20754716981132,17.142857142857142,17.142857142857142,0.14150943396226415,0.41509433962264153,,T20,,84.38814016172506
Keziah Miriam Sabin,88,9,90,11,44,9,9.777777777777779,97.77777777777777,9.777777777777779,9.777777777777779,0.12222222222222222,0.4888888888888889,,T20,,71.37777777777777
Khadija Imtiaz,116,26,267,8,186,26,4.461538461538462,43.445692883895134,4.461538461538462,4.461538461538462,0.0299625468164794,0.6966292134831461,,T20,,31.75044655718813
Khadija Khalil,230,40,390,11,225,40,5.75,58.97435897435898,5.75,5.75,0.028205128205128206,0.5769230769230769,,T20,,43.007051282051286
Khadija Tul Kubra,7,6,14,0,7,6,1.1666666666666667,50.0,1.1666666666666667,1.1666666666666667,0.0,0.5,,T20,,35.35
Khaibar Deldar,162,12,153,24,90,12,13.5,105.88235294117648,13.5,13.5,0.1568627450980392,0.5882352941176471,,T20,,78.16764705882353
Khalander Mustafa,4,1,1,1,0,1,4.0,400.0,4.0,4.0,1.0,0.0,,T20,,281.2
Khaled Ahmed,117,17,93,16,51,17,6.882352941176471,125.80645161290323,6.882352941176471,6.882352941176471,0.17204301075268819,0.5483870967741935,,T20,,90.1292220113852
Khalid Ahmadi,217,19,129,33,52,19,11.421052631578947,168.2170542635659,11.421052631578947,11.421052631578947,0.2558139534883721,0.40310077519379844,,T20,,121.17825377396981
Khalid Kail,294,18,269,33,108,18,16.333333333333332,109.29368029739777,16.333333333333332,16.333333333333332,0.12267657992565056,0.40148698884758366,,T20,,81.40557620817845
Khalid Latif,660,28,603,79,261,28,23.571428571428573,109.45273631840794,23.571428571428573,23.571428571428573,0.1310116086235489,0.43283582089552236,,T20,,83.68834399431412
Khalid Niazi,29,3,38,1,19,3,9.666666666666666,76.31578947368422,9.666666666666666,9.666666666666666,0.02631578947368421,0.5,,T20,,56.32105263157895
Khalid Shah,130,10,125,18,70,10,13.0,104.0,13.0,13.0,0.144,0.56,,T20,,76.7
Khalid Usman,43,3,37,4,12,3,14.333333333333334,116.21621621621621,14.333333333333334,14.333333333333334,0.10810810810810811,0.32432432432432434,,T20,,85.65135135135134
Khalid Zahid,211,19,156,25,57,19,11.105263157894736,135.25641025641028,11.105263157894736,11.105263157894736,0.16025641025641027,0.36538461538461536,,T20,,98.01106612685561
Khan Arbaaz,17,2,23,2,12,2,8.5,73.91304347826086,8.5,8.5,0.08695652173913043,0.5217391304347826,,T20,,54.2891304347826
Khandubhai Ahir,26,3,44,2,28,3,8.666666666666666,59.09090909090909,8.666666666666666,8.666666666666666,0.045454545454545456,0.6363636363636364,,T20,,43.96363636363636
Khawaja Nafay,502,24,382,64,151,24,20.916666666666668,131.41361256544505,20.916666666666668,20.916666666666668,0.16753926701570682,0.39528795811518325,,T20,,98.26452879581153
Khawar Ali,452,27,456,61,236,27,16.74074074074074,99.12280701754386,16.74074074074074,16.74074074074074,0.1337719298245614,0.5175438596491229,,T20,,74.40818713450292
Khawar Zafar,5,1,3,1,1,1,5.0,166.66666666666669,5.0,5.0,0.3333333333333333,0.3333333333333333,,T20,,118.16666666666667
Khawlhring Lalremruata,43,6,60,4,34,6,7.166666666666667,71.66666666666667,7.166666666666667,7.166666666666667,0.06666666666666667,0.5666666666666667,,T20,,52.31666666666666
Khazaima,2,3,11,0,9,3,0.6666666666666666,18.181818181818183,0.6666666666666666,0.6666666666666666,0.0,0.8181818181818182,,T20,,12.927272727272728
Khin Aye,151,27,345,10,242,27,5.592592592592593,43.768115942028984,5.592592592592593,5.592592592592593,0.028985507246376812,0.7014492753623188,,T20,,32.315458937198066
Khizar Hayat,253,29,270,20,99,29,8.724137931034482,93.7037037037037,8.724137931034482,8.724137931034482,0.07407407407407407,0.36666666666666664,,T20,,68.20983397190292
Khizer Ahmed,617,31,560,77,264,31,19.903225806451612,110.17857142857143,19.903225806451612,19.903225806451612,0.1375,0.4714285714285714,,T20,,83.09596774193548
Khizer Dafedar,0,1,5,0,5,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
Khrievitso Kense,2,1,4,0,2,1,2.0,50.0,2.0,2.0,0.0,0.5,,T20,,35.6
Khurram Chohan,10,2,10,1,4,2,5.0,100.0,5.0,5.0,0.1,0.4,,T20,,71.5
Khurram Khan,73,3,77,9,35,3,24.333333333333332,94.8051948051948,24.333333333333332,24.333333333333332,0.11688311688311688,0.45454545454545453,,T20,,73.66363636363636
Khurram Manzoor,195,10,193,25,90,10,19.5,101.03626943005182,19.5,19.5,0.12953367875647667,0.46632124352331605,,T20,,76.57538860103627
Khurram Nawaz,227,16,199,27,82,16,14.1875,114.07035175879396,14.1875,14.1875,0.135678391959799,0.4120603015075377,,T20,,84.10549623115577
Khurram Shahzad,32,11,71,1,43,11,2.909090909090909,45.07042253521127,2.909090909090909,2.909090909090909,0.014084507042253521,0.6056338028169014,,T20,,32.42202304737516
Khusboo Kandpal,37,5,64,2,40,5,7.4,57.8125,7.4,7.4,0.03125,0.625,,T20,,42.68875
Khushdil Shah,2203,122,1654,278,630,122,18.057377049180328,133.19226118500603,18.057377049180328,18.057377049180328,0.16807738814993953,0.3808948004836759,,T20,,98.65179594425831
Khushi Sharma,413,41,537,29,256,41,10.073170731707316,76.90875232774674,10.073170731707316,10.073170731707316,0.054003724394785846,0.4767225325884544,,T20,,56.85807784893491
Khuzaima Tanveer,94,7,52,13,17,7,13.428571428571429,180.76923076923077,13.428571428571429,13.428571428571429,0.25,0.3269230769230769,,T20,,130.56703296703296
Kilco R Marak,5,4,10,0,5,4,1.25,50.0,1.25,1.25,0.0,0.5,,T20,,35.375
Kim Daeyeon,100,16,159,10,99,16,6.25,62.893081761006286,6.25,6.25,0.06289308176100629,0.6226415094339622,,T20,,45.900157232704395
Kim Rang,7,2,19,1,15,2,3.5,36.84210526315789,3.5,3.5,0.05263157894736842,0.7894736842105263,,T20,,26.83947368421052
Kinaanath Ismail,1,3,17,0,16,3,0.3333333333333333,5.88235294117647,0.3333333333333333,0.3333333333333333,0.0,0.9411764705882353,,T20,,4.217647058823529
